"period_type","start_date","end_date","salesman_fio","chif_fio","sales_count","sales_sum","max_overcharge_item","max_overcharge_percent"
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,1387512,БСТ B40 П5 F1300 W14,44.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,3,1985955,БСТ B35 П5 F1200 W12,50.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,5,3102556,Раствор кладочный М100 Пк3,47.000
month,2019-05-01 00:00:00.000,2019-05-31 00:00:00.000,,,184,99227884,Формовка,80.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,693450,"БСТ B20 П3,П4",38.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,3,2121904,БСТ B35 П5 F1200 W12,46.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,523026,"Мелкозернистый бетон БСМ B15 П3,П4",26.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,4,1436192,Доставка,50.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,49870,Формовка,40.400
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,531351,"БСТ B 7,5 П3,П4",29.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,707400,БСТ B25 П4 F1150 W8,35.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,627359,"Мелкозернистый бетон БСМ B22,5 П3,П4",31.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,873648,БСТ B40 П5 F1300 W14,44.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,642870,"Мелкозернистый бетон БСМ B25 П3,П4",35.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,446040,Раствор М100 Пк3,20.000
week,2019-05-06 00:00:00.000,2019-05-12 00:00:00.000,,,42,22592416,Доставка,69.200
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1554984,БСТ B25 П4 F1200 W10,38.000
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,589442,"Мелкозернистый бетон БСМ B15 П3,П4",42.000
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,38771,Упаковка европалет,27.201
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,513864,Раствор М150 Пк3,22.000
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,1343085,БСТ B35 П5 F1200 W12,50.000
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,3,1952280,Раствор кладочный М100 Пк3,47.000
week,2019-05-13 00:00:00.000,2019-05-19 00:00:00.000,,,39,19933716,Формовка,77.601
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,522001,"Мелкозернистый бетон БСМ B22,5 П3,П4",9.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1064976,Раствор кладочный М100 Пк3,22.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1053671,"Мелкозернистый бетон БСМ B15 П3,П4",41.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,459108,Раствор М150 Пк3,9.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,3,2243220,"БСТ B12,5 П3,П4",49.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,734958,БСТ B30 П4 F1200 W10,26.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,787776,БСТ B45 П5 F1300 W16,32.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,654835,Формовка,24.800
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,704236,БСТ B35 П5 F1300 W12,16.000
week,2019-05-20 00:00:00.000,2019-05-26 00:00:00.000,,,44,22571582,Формовка,80.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,592950,"БСТ B20 П3,П4",18.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1166880,Раствор кладочный М100 Пк3,30.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,46481,Дегидрация,42.799
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,2,1674071,БСТ B30 П4 F1200 W10,47.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,1,480168,Раствор М150 Пк3,14.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,1,885782,БСТ B40 П5 F1300 W14,46.000
week,2019-05-27 00:00:00.000,2019-06-02 00:00:00.000,,,33,18267095,Дегидрация,72.799
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,47140,Фасовка,48.801
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,3,927743,Дегидрация,50.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,3,1345910,Дегидрация,66.799
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,613159,Дегидрация,42.799
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,6,3387100,"Мелкозернистый бетон БСМ B15 П3,П4",46.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,1380084,Пусковая смесь,13.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,50941,Фасовка,60.799
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,7,1798015,Фасовка,59.599
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,629964,БСТ B30 П4 F1200 W10,8.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,3,1784987,БСТ B40 П5 F1300 W14,45.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,733650,"БСТ B20 П3,П4",46.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,3,987834,Упаковка европалет,48.799
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,896310,БСТ B60 П5 F1300 W20,38.000
month,2019-06-01 00:00:00.000,2019-06-30 00:00:00.000,,,166,94431635,Упаковка европалет,78.799
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,566678,"Мелкозернистый бетон БСМ B25 П3,П4",19.000
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,507144,Раствор кладочный М100 Пк3,13.000
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,788514,Пусковая смесь,13.000
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,92759,Фасовка,59.599
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,733650,"БСТ B20 П3,П4",46.000
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,942480,Раствор кладочный М100 Пк3,5.000
week,2019-06-03 00:00:00.000,2019-06-09 00:00:00.000,,,29,15688437,Пусковая смесь,50.000
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,47739,Формовка,34.400
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,54293,Дегидрация,66.799
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,519476,"Мелкозернистый бетон БСМ B 7,5 П3,П4",22.000
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,591570,БСТ B25 П4 F1200 W10,5.000
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,3,565208,Упаковка европалет,30.801
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,41437,Фасовка,30.799
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,1,896310,БСТ B60 П5 F1300 W20,38.000
week,2019-06-10 00:00:00.000,2019-06-16 00:00:00.000,,,43,24432812,Упаковка европалет,78.799
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,47140,Фасовка,48.801
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,880004,Дегидрация,50.000
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,466752,Раствор кладочный М100 Пк3,4.000
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1185672,"БСТ B15 П3,П4",27.000
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,50941,Фасовка,60.799
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,863835,БСТ B60 П5 F1300 W20,33.000
week,2019-06-17 00:00:00.000,2019-06-23 00:00:00.000,,,48,29985144,Дегидрация,62.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,1,824865,БСТ B60 П5 F1300 W20,27.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1174808,"Мелкозернистый бетон БСМ B15 П3,П4",46.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1140048,"Мелкозернистый бетон БСМ B25 П3,П4",33.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,1,629964,БСТ B30 П4 F1200 W10,8.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,879715,БСТ B40 П5 F1300 W14,45.000
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,45354,Упаковка европалет,48.799
week,2019-06-24 00:00:00.000,2019-06-30 00:00:00.000,,,36,18926184,Упаковка европалет,78.799
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,4,2307701,БСТ B40 П5 F1300 W14,37.000
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,2,933720,"Мелкозернистый бетон БСМ B 7,5 П3,П4",14.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,3,1523049,"БСТ B22,5 П4 F1100 W6",17.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,2,1246773,Раствор кладочный М100 Пк3,42.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,6,3651285,Упаковка европалет,50.000
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,4,1192090,Дегидрация,39.201
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,5,1773230,"Мелкозернистый бетон БСМ B15 П3,П4",40.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,493928,"Мелкозернистый бетон БСМ B 7,5 П3,П4",16.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,498399,"БСТ B 7,5 П3,П4",21.000
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,498399,"БСТ B 7,5 П3,П4",21.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,5,2014273,БСТ B30 П4 F1200 W10,45.000
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,540270,"БСТ B12,5 П3,П4",15.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,4,1698889,Формовка,51.199
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,656984,Дегидрация,57.201
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,1350715,Раствор М200 Пк3,24.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,4,2372913,"Мелкозернистый бетон БСМ B22,5 П3,П4",45.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,4,1317920,Фасовка,72.800
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,630184,"Мелкозернистый бетон БСМ B 7,5 П3,П4",48.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,630184,"Мелкозернистый бетон БСМ B 7,5 П3,П4",48.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,2,1295264,"Мелкозернистый бетон БСМ B25 П3,П4",42.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,448308,"Мелкозернистый бетон БСМ B15 П3,П4",8.000
month,2019-07-01 00:00:00.000,2019-07-31 00:00:00.000,,,171,96169943,Фасовка,80.000
week,2019-07-01 00:00:00.000,2019-07-07 00:00:00.000,,,37,21139018,Доставка,70.399
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,608025,"БСТ B20 П3,П4",21.000
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,1,581140,"Мелкозернистый бетон БСМ B15 П3,П4",40.000
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,547624,Раствор кладочный М150 Пк3,27.000
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,601392,Раствор кладочный М100 Пк3,34.000
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,Янькова Елизавета Антониновна,Коченкова Розалия Федоровна,1,448308,"Мелкозернистый бетон БСМ B15 П3,П4",8.000
week,2019-07-08 00:00:00.000,2019-07-14 00:00:00.000,,,42,24428499,Фасовка,80.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1000566,Раствор кладочный М150 Пк3,30.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Галиаскаров Харитон Ипатиевич,Коченкова Розалия Федоровна,1,589329,"БСТ B22,5 П4 F1100 W6",17.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,3,1565784,Упаковка европалет,50.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,80594,Фасовка,27.200
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,983880,Раствор М200 Пк3,8.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Путина Юлия Петровна,Янушко Анастасия Антониновна,2,1350715,Раствор М200 Пк3,24.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,3,1760146,"Мелкозернистый бетон БСМ B22,5 П3,П4",45.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,103761,Фасовка,72.800
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,676204,"Мелкозернистый бетон БСМ B25 П3,П4",42.000
week,2019-07-15 00:00:00.000,2019-07-21 00:00:00.000,,,37,19562747,Формовка,76.399
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,609477,"БСТ B22,5 П4 F1100 W6",21.000
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,2,1477476,Пусковая смесь,28.000
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Косма Ефросиния Тимуровна,Янушко Анастасия Антониновна,1,493928,"Мелкозернистый бетон БСМ B 7,5 П3,П4",16.000
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,845785,БСТ B30 П4 F1200 W10,45.000
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Лашкина Инесса Святославовна,Коченкова Розалия Федоровна,2,715009,Формовка,51.199
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,656984,Дегидрация,57.201
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,612767,БСТ B40 П5 F1300 W14,1.000
week,2019-07-22 00:00:00.000,2019-07-28 00:00:00.000,,,35,19607685,Фасовка,57.200
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,3,1878295,БСТ B40 П5 F1300 W14,37.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,637296,Раствор кладочный М100 Пк3,42.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,915795,БСТ B60 П5 F1300 W20,41.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,681714,БСТ B25 П4 F1200 W10,21.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,612767,БСТ B40 П5 F1300 W14,1.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,1,759800,БСТ B25 П4 F1150 W8,45.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,619060,"Мелкозернистый бетон БСМ B25 П3,П4",30.000
week,2019-07-29 00:00:00.000,2019-08-04 00:00:00.000,,,41,24479869,Формовка,53.601
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,2,1481810,БСТ B35 П5 F1300 W12,50.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1191734,Раствор М200 Пк3,34.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,42958,Фасовка,35.600
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Касатый Ника Федотовна,Касатый Ника Федотовна,1,434889,Раствор М100 Пк3,17.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Ковпака Людмила Степановна,Янушко Анастасия Антониновна,1,915795,БСТ B60 П5 F1300 W20,41.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Кокоткин Аркадий Анатолиевич,Кокоткин Аркадий Анатолиевич,2,701173,Раствор кладочный М100 Пк3,47.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,2,523549,Фасовка,70.401
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,3,2340154,БСТ B40 П5 F1300 W14,25.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Пряхина Александра Мефодиевна,Коченкова Розалия Федоровна,2,1821534,БСТ B50 П5 F1300 W18,43.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,4,3348939,БСТ B45 П5 F1300 W16,50.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,2,1567078,Пусковая смесь,42.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Фарест Александр Вячеславович,Касатый Ника Федотовна,5,3640576,"Мелкозернистый бетон БСМ B 7,5 П3,П4",47.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,4,2622701,"Мелкозернистый бетон БСМ B22,5 П3,П4",37.000
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,Янчуковский Ярослав Модестович,Янушко Анастасия Антониновна,2,712678,Доставка,36.800
month,2019-08-01 00:00:00.000,2019-08-31 00:00:00.000,,,174,95083910,Формовка,77.601
week,2019-08-05 00:00:00.000,2019-08-11 00:00:00.000,Дуболазов Венедикт Эрнестович,Кокоткин Аркадий Анатолиевич,2,1191734,Раствор М200 Пк3,34.000
week,2019-08-05 00:00:00.000,2019-08-11 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,3,1966608,БСТ B50 П5 F1300 W18,12.000
week,2019-08-05 00:00:00.000,2019-08-11 00:00:00.000,,,48,24402438,Упаковка европалет,73.999
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Алексеев Никита Карлович,Касатый Ника Федотовна,1,910650,БСТ B35 П5 F1300 W12,50.000
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Жилов Всеволод Иосифович,Коченкова Розалия Федоровна,1,42958,Фасовка,35.600
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,2,1516750,БСТ B40 П5 F1300 W14,25.000
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,1,876825,БСТ B60 П5 F1300 W20,35.000
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Румянцева Варвара Всеволодовна,Кокоткин Аркадий Анатолиевич,1,990876,Пусковая смесь,42.000
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,Янушко Анастасия Антониновна,Янушко Анастасия Антониновна,1,656093,"Мелкозернистый бетон БСМ B22,5 П3,П4",37.000
week,2019-08-12 00:00:00.000,2019-08-18 00:00:00.000,,,35,18900407,Формовка,74.001
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,Коченкова Розалия Федоровна,Коченкова Розалия Федоровна,1,469566,"БСТ B 7,5 П3,П4",14.000
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,Крыжов Дмитрий Прокофиевич,Янушко Анастасия Антониновна,1,823404,Пусковая смесь,18.000
week,2019-08-19 00:00:00.000,2019-08-25 00:00:00.000,Розенбаха Агния Давидовна,Касатый Ника Федотовна,2,1790400,БСТ B45 П5 F1300 W16,50.000
